Load, Flux
0, 587
1, 727
2, 831
3, 917
4, 985
5, 1031
6, 1088
7, 1106
8, 1119
9, 1126
10, 1105
11, 1081
12, 1046
13, 977
14, 919
15, 794
16, 675
15, 795
14, 911
13, 995
12, 1059
11, 1091
10, 1091
9, 1113
8, 1118
7, 1116
6, 1075
5, 1051
4, 994
3, 926
2, 839
1, 727
0, 597
