Load, Flux
0, 0
1, 473
2, 615
3, 733
4, 840
5, 932
6, 1012
7, 1053
8, 1084
9, 1139
10, 1149
11, 1124
12, 1121
13, 1108
14, 1035
15, 1011
16, 910
17, 834
18, 684
17, 835
16, 919
15, 982
14, 1047
13, 1088
12, 1110
11, 1139
10, 1150
9, 1120
8, 1113
7, 1053
6, 986
5, 918
4, 845
3, 751
2, 630
1, 475
0, 0
