Load, Flux
0, 0
1, 485
2, 634
3, 742
4, 866
5, 940
6, 1017
7, 1087
8, 1119
9, 1142
10, 1165
11, 1150
12, 1125
13, 1109
14, 1050
15, 989
16, 933
17, 832
18, 688
17, 810
16, 909
15, 992
14, 1057
13, 1104
12, 1123
11, 1142
10, 1155
9, 1144
8, 1129
7, 1057
6, 1031
5, 945
4, 868
3, 755
2, 640
1, 500
0, 0
