Load, Flux
0, 0
1, 461
2, 602
3, 728
4, 846
5, 934
6, 1018
7, 1058
8, 1122
9, 1131
10, 1133
11, 1165
12, 1125
13, 1097
14, 1070
15, 987
16, 924
17, 813
18, 688
17, 826
16, 950
15, 1003
14, 1065
13, 1105
12, 1124
11, 1148
10, 1140
9, 1121
8, 1120
7, 1059
6, 1019
5, 950
4, 846
3, 756
2, 621
1, 481
0, 0
