Load, Flux
0, 0
1, 457
2, 620
3, 719
4, 829
5, 947
6, 1013
7, 1055
8, 1078
9, 1123
10, 1145
11, 1159
12, 1115
13, 1080
14, 1065
15, 1020
16, 923
17, 806
18, 702
17, 783
16, 912
15, 973
14, 1040
13, 1073
12, 1089
11, 1125
10, 1147
9, 1124
8, 1086
7, 1047
6, 1013
5, 935
4, 848
3, 743
2, 612
1, 485
0, 0
